timestamp,date,hour,minute,weekday,is_weekend,is_peak,direction,vehicle_count,avg_speed,queue_length,occupancy,congestion_level
2026-06-01 00:00:00,2026-06-01,0,0,0,0,0,East,57.7,46.62,12.36,0.53,缓行
2026-06-01 00:00:00,2026-06-01,0,0,0,0,0,South,41.49,45.66,15.9,0.43,畅通
2026-06-01 00:00:00,2026-06-01,0,0,0,0,0,West,41.75,53.43,6.25,0.32,畅通
2026-06-01 00:00:00,2026-06-01,0,0,0,0,0,North,48.63,28.87,0.0,0.29,畅通
2026-06-01 00:05:00,2026-06-01,0,5,0,0,0,East,32.79,51.14,3.81,0.22,畅通
2026-06-01 00:05:00,2026-06-01,0,5,0,0,0,South,66.98,45.74,8.34,0.21,畅通
2026-06-01 00:05:00,2026-06-01,0,5,0,0,0,West,40.52,49.11,2.47,0.41,畅通
2026-06-01 00:05:00,2026-06-01,0,5,0,0,0,North,35.99,45.08,4.99,0.54,畅通
2026-06-01 00:10:00,2026-06-01,0,10,0,0,0,East,49.28,37.42,13.32,0.24,畅通
2026-06-01 00:10:00,2026-06-01,0,10,0,0,0,South,48.13,28.4,1.36,0.37,畅通
2026-06-01 00:10:00,2026-06-01,0,10,0,0,0,West,61.68,49.71,8.16,0.34,畅通
2026-06-01 00:10:00,2026-06-01,0,10,0,0,0,North,22.82,40.8,5.7,0.46,畅通
2026-06-01 00:15:00,2026-06-01,0,15,0,0,0,East,55.17,30.37,10.58,0.33,缓行
2026-06-01 00:15:00,2026-06-01,0,15,0,0,0,South,34.85,54.12,13.15,0.44,畅通
2026-06-01 00:15:00,2026-06-01,0,15,0,0,0,West,35.65,44.91,10.62,0.47,畅通
2026-06-01 00:15:00,2026-06-01,0,15,0,0,0,North,37.81,46.14,2.47,0.23,畅通
2026-06-01 00:20:00,2026-06-01,0,20,0,0,0,East,62.91,61.56,8.4,0.47,畅通
2026-06-01 00:20:00,2026-06-01,0,20,0,0,0,South,50.42,41.55,9.81,0.5,缓行
2026-06-01 00:20:00,2026-06-01,0,20,0,0,0,West,48.91,63.65,0.0,0.45,畅通
2026-06-01 00:20:00,2026-06-01,0,20,0,0,0,North,46.31,45.01,8.46,0.15,畅通
2026-06-01 00:25:00,2026-06-01,0,25,0,0,0,East,45.88,51.57,16.93,0.31,畅通
2026-06-01 00:25:00,2026-06-01,0,25,0,0,0,South,32.87,42.98,12.58,0.38,畅通
2026-06-01 00:25:00,2026-06-01,0,25,0,0,0,West,40.76,53.13,9.33,0.47,畅通
2026-06-01 00:25:00,2026-06-01,0,25,0,0,0,North,34.47,44.72,6.04,0.2,畅通
2026-06-01 00:30:00,2026-06-01,0,30,0,0,0,East,54.39,50.61,8.83,0.34,畅通
2026-06-01 00:30:00,2026-06-01,0,30,0,0,0,South,23.77,43.79,6.29,0.27,畅通
2026-06-01 00:30:00,2026-06-01,0,30,0,0,0,West,46.84,52.04,19.17,0.39,畅通
2026-06-01 00:30:00,2026-06-01,0,30,0,0,0,North,48.86,47.26,0.0,0.35,畅通
2026-06-01 00:35:00,2026-06-01,0,35,0,0,0,East,50.49,72.63,7.74,0.4,畅通
2026-06-01 00:35:00,2026-06-01,0,35,0,0,0,South,44.48,36.31,13.71,0.43,缓行
2026-06-01 00:35:00,2026-06-01,0,35,0,0,0,West,62.55,38.91,16.52,0.22,缓行
2026-06-01 00:35:00,2026-06-01,0,35,0,0,0,North,53.8,69.9,3.05,0.29,畅通
2026-06-01 00:40:00,2026-06-01,0,40,0,0,0,East,51.14,42.97,0.27,0.37,畅通
2026-06-01 00:40:00,2026-06-01,0,40,0,0,0,South,29.07,52.74,3.4,0.5,畅通
2026-06-01 00:40:00,2026-06-01,0,40,0,0,0,West,36.58,44.78,13.27,0.24,畅通
2026-06-01 00:40:00,2026-06-01,0,40,0,0,0,North,48.41,61.07,0.0,0.37,畅通
2026-06-01 00:45:00,2026-06-01,0,45,0,0,0,East,53.79,55.82,2.0,0.23,畅通
2026-06-01 00:45:00,2026-06-01,0,45,0,0,0,South,52.83,50.97,9.25,0.38,畅通
2026-06-01 00:45:00,2026-06-01,0,45,0,0,0,West,38.28,50.32,10.41,0.29,畅通
2026-06-01 00:45:00,2026-06-01,0,45,0,0,0,North,72.99,52.74,2.04,0.42,畅通
2026-06-01 00:50:00,2026-06-01,0,50,0,0,0,East,33.42,55.87,15.17,0.28,畅通
2026-06-01 00:50:00,2026-06-01,0,50,0,0,0,South,59.45,52.13,12.11,0.54,畅通
2026-06-01 00:50:00,2026-06-01,0,50,0,0,0,West,45.45,40.46,3.91,0.28,畅通
2026-06-01 00:50:00,2026-06-01,0,50,0,0,0,North,43.84,51.41,9.38,0.43,畅通
2026-06-01 00:55:00,2026-06-01,0,55,0,0,0,East,49.71,62.54,7.34,0.65,畅通
2026-06-01 00:55:00,2026-06-01,0,55,0,0,0,South,54.39,39.43,2.65,0.4,畅通
2026-06-01 00:55:00,2026-06-01,0,55,0,0,0,West,45.81,55.14,11.4,0.36,畅通
2026-06-01 00:55:00,2026-06-01,0,55,0,0,0,North,32.3,32.85,5.77,0.44,畅通
2026-06-01 01:00:00,2026-06-01,1,0,0,0,0,East,53.03,35.54,9.75,0.41,缓行
2026-06-01 01:00:00,2026-06-01,1,0,0,0,0,South,31.74,49.54,8.29,0.24,畅通
2026-06-01 01:00:00,2026-06-01,1,0,0,0,0,West,55.4,53.61,14.76,0.48,畅通
2026-06-01 01:00:00,2026-06-01,1,0,0,0,0,North,24.33,38.62,10.58,0.4,畅通
2026-06-01 01:05:00,2026-06-01,1,5,0,0,0,East,58.0,75.0,11.94,0.49,畅通
2026-06-01 01:05:00,2026-06-01,1,5,0,0,0,South,59.31,54.51,6.42,0.43,畅通
2026-06-01 01:05:00,2026-06-01,1,5,0,0,0,West,36.75,45.63,6.13,0.38,畅通
2026-06-01 01:05:00,2026-06-01,1,5,0,0,0,North,79.72,29.33,11.43,0.19,缓行
2026-06-01 01:10:00,2026-06-01,1,10,0,0,0,East,41.71,58.89,9.15,0.25,畅通
2026-06-01 01:10:00,2026-06-01,1,10,0,0,0,South,34.27,54.8,4.35,0.37,畅通
2026-06-01 01:10:00,2026-06-01,1,10,0,0,0,West,50.25,41.48,20.59,0.43,缓行
2026-06-01 01:10:00,2026-06-01,1,10,0,0,0,North,14.62,49.86,4.69,0.44,畅通
2026-06-01 01:15:00,2026-06-01,1,15,0,0,0,East,36.42,46.85,11.58,0.46,畅通
2026-06-01 01:15:00,2026-06-01,1,15,0,0,0,South,27.0,44.65,5.63,0.28,畅通
2026-06-01 01:15:00,2026-06-01,1,15,0,0,0,West,78.63,52.05,1.87,0.46,畅通
2026-06-01 01:15:00,2026-06-01,1,15,0,0,0,North,76.83,58.32,0.4,0.3,畅通
2026-06-01 01:20:00,2026-06-01,1,20,0,0,0,East,70.4,40.92,11.24,0.45,缓行
2026-06-01 01:20:00,2026-06-01,1,20,0,0,0,South,31.1,47.4,0.0,0.25,畅通
2026-06-01 01:20:00,2026-06-01,1,20,0,0,0,West,45.33,35.52,17.78,0.22,缓行
2026-06-01 01:20:00,2026-06-01,1,20,0,0,0,North,38.4,49.31,15.21,0.21,畅通
2026-06-01 01:25:00,2026-06-01,1,25,0,0,0,East,68.69,48.1,3.4,0.42,畅通
2026-06-01 01:25:00,2026-06-01,1,25,0,0,0,South,47.99,42.0,8.35,0.31,畅通
2026-06-01 01:25:00,2026-06-01,1,25,0,0,0,West,51.37,54.62,17.52,0.24,畅通
2026-06-01 01:25:00,2026-06-01,1,25,0,0,0,North,77.0,28.48,7.24,0.41,缓行
2026-06-01 01:30:00,2026-06-01,1,30,0,0,0,East,54.14,41.77,7.66,0.32,畅通
2026-06-01 01:30:00,2026-06-01,1,30,0,0,0,South,36.16,56.5,9.79,0.28,畅通
2026-06-01 01:30:00,2026-06-01,1,30,0,0,0,West,64.34,51.07,13.27,0.43,畅通
2026-06-01 01:30:00,2026-06-01,1,30,0,0,0,North,32.57,42.4,11.74,0.41,畅通
2026-06-01 01:35:00,2026-06-01,1,35,0,0,0,East,49.16,49.17,15.83,0.31,畅通
2026-06-01 01:35:00,2026-06-01,1,35,0,0,0,South,53.21,45.98,6.91,0.46,畅通
2026-06-01 01:35:00,2026-06-01,1,35,0,0,0,West,63.12,56.14,15.98,0.37,畅通
2026-06-01 01:35:00,2026-06-01,1,35,0,0,0,North,55.23,44.9,9.62,0.34,畅通
2026-06-01 01:40:00,2026-06-01,1,40,0,0,0,East,51.1,53.95,4.3,0.59,畅通
2026-06-01 01:40:00,2026-06-01,1,40,0,0,0,South,29.91,35.86,13.79,0.43,畅通
2026-06-01 01:40:00,2026-06-01,1,40,0,0,0,West,59.8,54.28,8.73,0.27,畅通
2026-06-01 01:40:00,2026-06-01,1,40,0,0,0,North,46.14,41.23,12.88,0.34,畅通
2026-06-01 01:45:00,2026-06-01,1,45,0,0,0,East,35.88,44.79,11.07,0.31,畅通
2026-06-01 01:45:00,2026-06-01,1,45,0,0,0,South,32.67,50.44,9.22,0.3,畅通
2026-06-01 01:45:00,2026-06-01,1,45,0,0,0,West,41.73,50.32,0.84,0.22,畅通
2026-06-01 01:45:00,2026-06-01,1,45,0,0,0,North,34.22,45.87,9.55,0.5,畅通
2026-06-01 01:50:00,2026-06-01,1,50,0,0,0,East,63.65,46.4,8.7,0.26,畅通
2026-06-01 01:50:00,2026-06-01,1,50,0,0,0,South,44.72,45.11,9.61,0.27,畅通
2026-06-01 01:50:00,2026-06-01,1,50,0,0,0,West,58.07,63.33,8.2,0.41,畅通
2026-06-01 01:50:00,2026-06-01,1,50,0,0,0,North,55.35,43.99,9.12,0.35,畅通
2026-06-01 01:55:00,2026-06-01,1,55,0,0,0,East,51.11,40.27,8.93,0.42,畅通
2026-06-01 01:55:00,2026-06-01,1,55,0,0,0,South,66.77,57.59,18.77,0.27,畅通
2026-06-01 01:55:00,2026-06-01,1,55,0,0,0,West,63.89,49.83,20.84,0.28,缓行
2026-06-01 01:55:00,2026-06-01,1,55,0,0,0,North,32.4,42.01,0.0,0.3,畅通
2026-06-01 02:00:00,2026-06-01,2,0,0,0,0,East,36.97,49.5,10.68,0.56,畅通
2026-06-01 02:00:00,2026-06-01,2,0,0,0,0,South,59.26,42.23,3.51,0.4,畅通
2026-06-01 02:00:00,2026-06-01,2,0,0,0,0,West,27.72,66.31,15.29,0.32,畅通
2026-06-01 02:00:00,2026-06-01,2,0,0,0,0,North,19.3,61.54,7.43,0.47,畅通
2026-06-01 02:05:00,2026-06-01,2,5,0,0,0,East,23.19,42.01,8.83,0.37,畅通
2026-06-01 02:05:00,2026-06-01,2,5,0,0,0,South,38.25,54.23,2.66,0.34,畅通
2026-06-01 02:05:00,2026-06-01,2,5,0,0,0,West,51.48,53.14,12.71,0.25,畅通
2026-06-01 02:05:00,2026-06-01,2,5,0,0,0,North,21.99,60.78,9.66,0.28,畅通
2026-06-01 02:10:00,2026-06-01,2,10,0,0,0,East,75.09,49.16,15.29,0.37,缓行
2026-06-01 02:10:00,2026-06-01,2,10,0,0,0,South,75.91,65.55,6.76,0.45,畅通
2026-06-01 02:10:00,2026-06-01,2,10,0,0,0,West,60.15,61.69,3.49,0.44,畅通
2026-06-01 02:10:00,2026-06-01,2,10,0,0,0,North,60.88,30.41,2.08,0.15,畅通
2026-06-01 02:15:00,2026-06-01,2,15,0,0,0,East,45.05,55.18,17.06,0.38,畅通
2026-06-01 02:15:00,2026-06-01,2,15,0,0,0,South,69.43,34.2,0.0,0.34,缓行
2026-06-01 02:15:00,2026-06-01,2,15,0,0,0,West,55.84,47.67,0.0,0.36,畅通
2026-06-01 02:15:00,2026-06-01,2,15,0,0,0,North,25.43,54.7,9.83,0.26,畅通
2026-06-01 02:20:00,2026-06-01,2,20,0,0,0,East,41.02,37.41,8.46,0.47,畅通
2026-06-01 02:20:00,2026-06-01,2,20,0,0,0,South,30.21,53.04,5.35,0.27,畅通
2026-06-01 02:20:00,2026-06-01,2,20,0,0,0,West,47.73,37.65,5.75,0.24,畅通
2026-06-01 02:20:00,2026-06-01,2,20,0,0,0,North,74.47,48.35,4.5,0.37,畅通
2026-06-01 02:25:00,2026-06-01,2,25,0,0,0,East,47.65,45.79,12.18,0.45,畅通
2026-06-01 02:25:00,2026-06-01,2,25,0,0,0,South,37.04,42.24,6.62,0.12,畅通
2026-06-01 02:25:00,2026-06-01,2,25,0,0,0,West,24.5,61.67,17.85,0.34,畅通
2026-06-01 02:25:00,2026-06-01,2,25,0,0,0,North,53.65,51.11,23.39,0.46,缓行
2026-06-01 02:30:00,2026-06-01,2,30,0,0,0,East,47.39,38.44,0.0,0.39,畅通
2026-06-01 02:30:00,2026-06-01,2,30,0,0,0,South,33.65,33.78,4.77,0.24,畅通
2026-06-01 02:30:00,2026-06-01,2,30,0,0,0,West,77.34,56.82,8.76,0.52,畅通
2026-06-01 02:30:00,2026-06-01,2,30,0,0,0,North,46.16,39.39,15.62,0.4,缓行
2026-06-01 02:35:00,2026-06-01,2,35,0,0,0,East,32.39,46.1,3.98,0.22,畅通
2026-06-01 02:35:00,2026-06-01,2,35,0,0,0,South,58.89,67.09,1.01,0.41,畅通
2026-06-01 02:35:00,2026-06-01,2,35,0,0,0,West,38.76,43.13,5.54,0.28,畅通
2026-06-01 02:35:00,2026-06-01,2,35,0,0,0,North,45.73,39.69,9.35,0.34,畅通
2026-06-01 02:40:00,2026-06-01,2,40,0,0,0,East,45.56,38.92,5.63,0.45,畅通
2026-06-01 02:40:00,2026-06-01,2,40,0,0,0,South,52.51,38.22,8.5,0.43,缓行
2026-06-01 02:40:00,2026-06-01,2,40,0,0,0,West,21.95,53.43,5.16,0.43,畅通
2026-06-01 02:40:00,2026-06-01,2,40,0,0,0,North,33.55,29.95,0.0,0.35,畅通
2026-06-01 02:45:00,2026-06-01,2,45,0,0,0,East,53.79,38.96,12.31,0.19,畅通
2026-06-01 02:45:00,2026-06-01,2,45,0,0,0,South,44.01,35.89,4.74,0.35,畅通
2026-06-01 02:45:00,2026-06-01,2,45,0,0,0,West,35.3,44.15,14.33,0.31,畅通
2026-06-01 02:45:00,2026-06-01,2,45,0,0,0,North,57.54,36.7,10.65,0.49,缓行
2026-06-01 02:50:00,2026-06-01,2,50,0,0,0,East,8.72,40.03,11.97,0.35,畅通
2026-06-01 02:50:00,2026-06-01,2,50,0,0,0,South,50.57,41.96,8.43,0.33,畅通
2026-06-01 02:50:00,2026-06-01,2,50,0,0,0,West,68.77,50.54,10.66,0.32,畅通
2026-06-01 02:50:00,2026-06-01,2,50,0,0,0,North,37.69,43.67,9.97,0.31,畅通
2026-06-01 02:55:00,2026-06-01,2,55,0,0,0,East,54.28,68.75,13.59,0.33,畅通
2026-06-01 02:55:00,2026-06-01,2,55,0,0,0,South,63.02,43.92,0.0,0.25,畅通
2026-06-01 02:55:00,2026-06-01,2,55,0,0,0,West,18.63,44.48,8.9,0.54,畅通
2026-06-01 02:55:00,2026-06-01,2,55,0,0,0,North,49.9,45.81,12.15,0.13,畅通
